Entidad,Proveedor,Valor (COP),Fecha del Proceso,Año
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,CLAUDIA CECILIA JACOME RANGEL,7000000.0,2022-06-13,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,INGECAD PARTS SAS,41829979.0,2019-06-10,2019.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",GRUPO EMPRESARIAL DE NEGOCIOS Y LOGISTICA DE COLOMBIA SAS,21995000.0,2022-09-28,2022.0
INSTITUTO UNIVERSITARIO DE LA PAZ,UT CONSCICOL 2023,52972885.0,2023-11-30,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SUMINCOL S.A.S,21663497.0,2021-10-13,2021.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",MIS INGENIERIA S.A.S,495268656.0,2024-12-26,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CSE,15698718.0,2019-11-12,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DANIEL TARAZONA,14990000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PROVISIONES INDUSTRIALES DE COLOMBIA SAS,78238629.0,2023-12-06,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,INGECAD PARTS SAS,59818500.0,2019-12-02,2019.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,LUIS EDUARDO VARGAS GONZALEZ Y/O TALLER REPARAUTOS,10000000.0,2022-05-26,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SENSOMATIC DEL ORIENTE SAS,5395000.0,2021-09-08,2021.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,RECARGAS INKTEC,23080000.0,2023-10-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,16000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,9360000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VETERINARIA LA RED S.A.S.,2650000.0,2019-06-26,2019.0
INSTITUTO UNIVERSITARIO DE LA PAZ,SEGURIDAD ACROPOLIS LTDA,223241535.0,2023-07-07,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,REPRESENTACIONES GANADERAS LIMITADA REPREGAN LTDA,145461302.0,2020-11-24,2020.0
CONCEJOBARRANCA,PROVEKTOR S.A.S.,24000000.0,2022-02-07,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,11100000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,3000000.0,2021-08-27,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CENTRAL DE HERRAMIENTAS DE COLOMBIA SAS,59010000.0,2022-08-08,2022.0
INSTITUTO UNIVERSITARIO DE LA PAZ,DETECCION SEGURIDAD PRIVADA LIMITADA,549657759.0,2025-04-02,2025.0
INSTITUTO UNIVERSITARIO DE LA PAZ,CLAUDIA CECILIA JACOME RANGEL,48665000.0,2021-09-16,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MONSAING S.A.S,10427400.0,2025-08-28,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DISTRIBUCIONES C.E.L,5060000.0,2019-12-17,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,101000000.0,2021-05-20,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,7000000.0,2022-12-06,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,9360000.0,2024-07-23,2024.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,RECARGAS INKTEC,23360000.0,2024-07-09,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,10000000.0,2023-07-27,2023.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,LA EQUIDAD SEGUROS GENERALES ORGANISMO COOPERATIVO,33276615.0,2024-10-08,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ULTRASOUND DISTRIBUIDORA SAS,3719345.0,2021-06-23,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,8706608.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,5000000.0,2022-08-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,8413500.0,2023-12-04,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CONTROL Y MANEJO DE PLAGAS URBANAS DE BARRANCABERMEJA SAS,6500000.0,2024-06-20,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CESAR CARO ROMERO S.A.S.,5711500.0,2020-08-28,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,28482242.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PRODUMEDIHOS S.A.S.,20250000.0,2025-05-07,2025.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,ALMACEN AGROPECUARIO ANIMAL CITY,1802000.0,2018-09-07,2018.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,CENTRAL DE SUMINISTROS LTDA,581250.0,2018-11-27,2018.0
PSS S.A.,ASOCIACION PSCICOLA DEL SARARE,26000000.0,2022-08-23,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VETERINARIA LA RED S.A.S.,14990000.0,2019-06-26,2019.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,CARMEN ELISA NINO QUINTERO,7000000.0,2018-03-16,2018.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MARQUEZ ASOCIADOS S.A.S.,20000000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SUMINISTROS MAYBE SAS,7980000.0,2019-06-26,2019.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,CARMEN ELISA NINO QUINTERO,48000000.0,2018-01-30,2018.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,4350000.0,2023-07-27,2023.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,GESTION DE SEGURIDAD ELECTRONICA S.A.,1190000.0,2022-08-09,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,COMRED SAS,59010000.0,2022-08-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CONSORCIO HG 2025,5000000.0,2025-07-01,2025.0
INSTITUTO UNIVERSITARIO DE LA PAZ,FONDO DE EMPLEADOS DEL INSTITUTO UNIVERSITARIO DE LA PAZ LIMITADA - FEDUPAZ LTDA,674768000.0,2024-02-28,2024.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",FEDERACION COLOMBIANA DE ATLETISMO,72969000.0,2021-06-24,2021.0
PSS S.A.,INCOO SAS,8735400.0,2022-08-29,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,UNION TEMPORAL AGROPECUARIO BARRANCA 2021,174056560.0,2021-08-30,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,7000000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SERVICENTRO SAN ANDRES SAS,30000000.0,2022-08-02,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,EMPRESARIALMENTE ASOCIADOS - EMA SAS,19017628.0,2023-11-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,18000000.0,2023-07-27,2023.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,JAIRO OSORIO CABALLERO,35653450.0,2025-02-06,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,10000000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,4500000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,18383051.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,32890000.0,2024-07-23,2024.0
INSTITUTO UNIVERSITARIO DE LA PAZ,ASOCIACION DE TRABAJADORES DEL SISTEMA EDUCATIVO NACIONAL UNIVERSITARIO Y DE TICS DE APRENDIZAJE,799845000.0,2025-01-29,2025.0
CONCEJOBARRANCA,CORPORACION COMUNITARIA DEL MAGDALENA MEDIO,21070000.0,2023-03-23,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SUMINCOL S.A.S,55177567.0,2020-04-27,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MARQUEZ ASOCIADOS S.A.S.,8000000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,29000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,"ESGA CONSULTORIA, INTERVENTORIA E INGENIERIA AMBIENTAL SAS",49437428.0,2023-09-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,JAIRO OSORIO CABALLERO,14501806.0,2022-07-13,2022.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,ASEOS Y SERVICIOS DE COLOMBIA ASSEAR S.A.S.,23485553.0,2023-04-19,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SERVICENTRO SAN ANDRES SAS,51202530.0,2019-04-12,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CSE,6213600.0,2021-04-27,2021.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,SARAVIA BRAVO S.A.S,8234800.0,2022-03-28,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SERVICIOS INDUSTRIALES VILLACORTE S.A.S,15699218.0,2024-10-25,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,COMRED SAS,18164085.0,2023-08-02,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,UT. OBRAS CIVILES,333453612.0,2025-01-28,2025.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,JAIRO ANDRES FERNANDEZ RUEDA Y/O FERNANDEZ RUEDA SERVICIOS,1760000.0,2023-03-09,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,6824000.0,2025-07-01,2025.0
INSTITUTO UNIVERSITARIO DE LA PAZ,CLAUDIA CECILIA JACOME RANGEL,138323306.0,2023-03-31,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SERVICIOS Y DISENOS MECATRONICOS SAS,10858000.0,2019-09-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,111190802.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DEICY BRAVO JOJOA,20000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,203207874.0,2023-07-27,2023.0
PSS S.A.,WALFRAN MARTINEZ LEON,4200000.0,2022-09-26,2022.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,LA PREVISORA S.A. COMPANIA DE SEGUROS,12668888.0,2021-06-11,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CALIBRATION SERVICE S.A.S.,3370080.0,2021-06-29,2021.0
PERSONERIA MUNICIPAL DE BARRANCABERMEJA,EDUARDO ENRIQUE DIAZ ACEVEDO,9180722.0,2021-12-20,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,57000000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,28093574.0,2023-12-04,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,INNOVACION TECNOLOGICA S.A.S - INNOVATEK S.A.S.,49991000.0,2024-08-27,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SERVICENTRO SAN ANDRES SAS,18596000.0,2024-06-13,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CALIBRATION SERVICE S.A.S.,8703370.0,2022-09-14,2022.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",MONSAING S.A.S,253427476.0,2021-11-29,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MESSER COLOMBIA S.A.,8445160.0,2022-09-29,2022.0
PSS S.A.,YANAN SAMARA ORTIZ ACEVEDO,3000000.0,2022-10-26,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,QUIMITRONICA SAS,87400000.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,AUTO FUEL.SAS,72000000.0,2025-06-05,2025.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",UT PROINQ,114397060.0,2023-12-05,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,YURLEDY DEL CARMEN SUAREZ MONSALVE,28000000.0,2022-12-16,2022.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CLUB MIRAMAR BARRANCABERMEJA,15000000.0,2023-06-20,2023.0
PSS S.A.,ROSEMBERG GUERRERO PENA,69296000.0,2022-08-12,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,33208993.0,2022-06-21,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,13148589.0,2020-12-01,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SANTANDEREANA DE QUIMICOS Y REACTIVOS SAS,34798091.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,CENTRAL DE HERRAMIENTAS DE COLOMBIA SAS,64000000.0,2024-08-23,2024.0
INSTITUTO UNIVERSITARIO DE LA PAZ,MONSAING S.A.S,36908325.0,2025-07-24,2025.0
PERSONERIA MUNICIPAL DE BARRANCABERMEJA,BESTEK SAS,14759570.0,2022-12-23,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,1271700.0,2020-12-11,2020.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ECI S.A.,1682660.0,2021-06-25,2021.0
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA.,LUIS EDUARDO VARGAS GONZALEZ Y/O TALLER REPARAUTOS,10000000.0,2023-03-30,2023.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA,YAMILE FERNANDA RUEDA TAPIAS,980000.0,2021-09-02,2021.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",CLUB DEPORTIVO DE FUTBOL BARRANQUENAS FCF,3000000.0,2017-10-04,2017.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,34427170.0,2023-07-27,2023.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,YESID CHACON OLEA,10000000.0,2022-11-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DEICY BRAVO JOJOA,53283314.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,12307263.0,2023-08-02,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,7000000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,18383051.0,2023-07-27,2023.0
PSS S.A.,ASOGAMOSO,29126507.0,2022-08-19,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VETERINARIA LA RED S.A.S.,2375998.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,"COMERCIALIZADORA, SERVICIOS Y MANTENIMIENTO S.A.S",12050000.0,2020-07-15,2020.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,SERVICIVIL SAS,307243772.0,2023-07-24,2023.0
INSTITUTO UNIVERSITARIO DE LA PAZ,INGENIERIA Y GESTION DE LA CALIDAD Y EL MEDIO AMBIENTE SAS,16070958.0,2022-05-24,2022.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,CDA EL BOSTON S.A.S.,6519398.0,2024-11-14,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,20125000.0,2022-10-13,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,10000000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MACRORIGAMI SAS,15720000.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MESSER COLOMBIA S.A.,5000000.0,2021-07-07,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DANIEL TARAZONA,2015000.0,2019-06-26,2019.0
INSTITUCION EDUCATIVA TECNICO SUPERIOR INDUSTRIAL,COMERCIALIZADORA EMELEC,32137385.0,2023-05-23,2023.0
PERSONERIA MUNICIPAL DE BARRANCABERMEJA,QUANTUM CONSTRUCTORA E INGENIERIA S.A.S,3363600.0,2024-10-10,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,18000000.0,2023-07-27,2023.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,EMPERATRIZ DIAZ,14038230.0,2021-08-26,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,INDUSTRIAS ALIMENTICIAS ENRIPAN S.A.S,3519360.0,2024-10-15,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VETERINARIA LA RED S.A.S.,85678489.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,20000000.0,2025-06-10,2025.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",TALLER DE REFRIGERACION IRIARTE E HIJOS,21278000.0,2022-07-14,2022.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,ELSA MARIA RUEDA LANDINEZ INGENIERIA SAS,73958500.0,2022-12-30,2022.0
COLEGIO JOSE ANTONIO GALAN,JJ OBRAS PROYECTOS Y SERVICIOS S.A.S.,2370000.0,2022-09-14,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,INGECAD PARTS SAS,193768000.0,2019-06-10,2019.0
INSTITUTO UNIVERSITARIO DE LA PAZ,CLAUDIA CECILIA JACOME RANGEL,102399500.0,2023-11-14,2023.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",P&S GESTION INTEGRAL SHI SAS,9452000.0,2023-12-15,2023.0
PSS S.A.,YIRAUDIS TATIANA BUITRAGO RICO,2477000.0,2022-10-24,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,3750000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,REPRESENTACIONES GANADERAS LIMITADA REPREGAN LTDA,6727450.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,COMRED SAS,6485000.0,2022-08-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,18000000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,DANIEL TARAZONA,7980000.0,2019-06-26,2019.0
EMPRESA DE DESARROLLO URBANO Y VIVIENDA DE INTERES SOCIAL DE BARRANCABERMEJA,MARIA EUGENIA PEREZ GUTIERREZ,16949000.0,2022-09-28,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,RIGAR SAS,1951600.0,2021-07-19,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VETERINARIA LA RED S.A.S.,3070000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,MONTAJES Y PROCESOS MP SAS,2796500.0,2025-09-04,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,16000000.0,2025-07-01,2025.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,QUIMITRONICA SAS,149937264.0,2023-08-02,2023.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,DISTRILIBROS J.E.C. LIBRERIA,18203980.0,2022-03-15,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,GRUPO JENISA SAS,23000000.0,2021-08-24,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,7500000.0,2021-11-10,2021.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,4500000.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SERVICENTRO SAN ANDRES SAS,29075000.0,2023-04-18,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,VETERINARIA LA RED S.A.S.,6032800.0,2019-06-26,2019.0
CONCEJOBARRANCA,P&S GESTION INTEGRAL SHI SAS,2612000.0,2023-09-12,2023.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",LIGA DE JUDO DE SANTANDER,26180000.0,2022-10-20,2022.0
INSTITUTO UNIVERSITARIO DE LA PAZ,ASOCIACION DE TRABAJADORES DEL SISTEMA EDUCATIVO NACIONAL UNIVERSITARIO Y DE TICS DE APRENDIZAJE,4065802444.0,2024-04-15,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,48929128.0,2024-07-23,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,SOLUCIONES SCM S.A.S,46509240.0,2024-07-23,2024.0
INSTITUTO UNIVERSITARIO DE LA PAZ,LABORATORIO DE ANALISIS Y SERVICIOS TECNICOS S.A.S,8506500.0,2024-07-26,2024.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,COMRED SAS,5500000.0,2022-08-08,2022.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,PABLO VICENTE MEDINA ALONSO,14800000.0,2024-07-23,2024.0
PSS S.A.,SNEHIDER RUIZ JIMENEZ,5527780.0,2022-10-25,2022.0
"INSTITUTO PARA EL FOMENTO DEL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA",FEDERACION COLOMBIANA DE CICLISMO,30000000.0,2017-08-01,2017.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANIAGRO SAS,68766101.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,HERRAMIENTAS INDUSTRIALES S.A.S.,6400000.0,2019-06-26,2019.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,LA BODEGA ELECTRICA S.A.S,34798091.0,2023-07-27,2023.0
SENA REGIONAL SANTANDER GRUPO ADMINISTRATIVO CIDT,ORGANISMO NACIONAL DE ACREDITACION DE COLOMBIA - ONAC,32998462.0,2024-06-26,2024.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,TECNOLOQUIMICA S.A.S,11081750.0,2024-05-15,2024.0
INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR CRISTO REY,SERVICIVIL SAS,102999184.0,2025-07-10,2025.0
PSS S.A.,RAFAEL ARTURO ESPARRAGOZA GARCIA,8400000.0,2022-08-31,2022.0
